,id,member_id,loan_amount,funded_amount,funded_amount_inv,term,int_rate,instalment,grade,sub_grade,employment_length,home_ownership,annual_inc,verification_status,issue_date,loan_status,payment_plan,purpose,dti,delinq_2yrs,earliest_credit_line,inq_last_6mths,mths_since_last_delinq,open_accounts,total_accounts,out_prncp,out_prncp_inv,total_payment,total_payment_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_payment_date,last_payment_amount,last_credit_pull_date,collections_12_mths_ex_med,policy_code,application_type,year
52288,384336,415366,10000,10000,9925.0,36 months,9.63,320.95,A,A5,1 year,RENT,30000.0,Source Verified,2015-03-01,Charged Off,n,debt_consolidation,15.88,0,01/04/1999,0,31,8,10,0.0,0.0,9184.32,9115.53,7566.28,1508.55,0.0,109.49,1.88,01/10/2017,431.76,01/01/2018,0.0,1,INDIVIDUAL,2015
52304,383816,414366,2200,2200,2079.77,36 months,9.32,70.29,A,A4,8 years,RENT,17004.0,Source Verified,2015-03-01,Charged Off,n,debt_consolidation,24.63,0,01/10/1998,1,31,19,33,0.0,0.0,668.72,637.32,421.32,152.35,14.9662553,80.08,0.86,01/02/2016,26.73,01/07/2016,0.0,1,INDIVIDUAL,2015
52315,383183,413337,6000,6000,6000.0,36 months,14.74,207.23,D,D3,10+ years,RENT,36000.0,Not Verified,2015-03-01,Charged Off,n,small_business,14.0,0,01/09/2001,2,31,13,27,0.0,0.0,1676.87,1676.87,968.8,480.06,0.0,228.01,2.32,01/11/2015,207.23,01/08/2021,0.0,1,INDIVIDUAL,2015
52332,382322,411638,5000,5000,4825.0,36 months,13.79,170.38,C,C5,< 1 year,RENT,50004.0,Verified,2015-03-01,Charged Off,n,major_purchase,24.07,1,01/11/2000,3,16,4,16,0.0,0.0,510.75,492.9,342.42,168.33,0.0,0.0,0.0,01/06/2015,170.38,01/01/2022,0.0,1,INDIVIDUAL,2015
52350,381882,410785,3500,3500,3500.0,36 months,12.21,116.61,B,B5,9 years,RENT,51996.0,Verified,2015-03-01,Charged Off,n,other,15.07,0,01/11/1993,2,82,8,37,0.0,0.0,698.04,698.04,497.36,200.68,0.0,0.0,0.0,01/09/2015,116.61,01/01/2022,0.0,1,INDIVIDUAL,2015
52351,381861,410757,5000,5000,3900.0,36 months,13.507328482328484,168.09,C,C2,10+ years,RENT,60000.0,Source Verified,2015-03-01,Charged Off,n,small_business,13.0,0,01/08/1998,0,25,8,37,0.0,0.0,840.15,655.3,585.09,255.06,0.0,0.0,0.0,01/08/2015,168.09,01/01/2022,0.0,1,INDIVIDUAL,2015
52358,381693,410428,1200,1200,1175.0,36 months,14.11,41.08,D,D1,2 years,RENT,10000.0,Not Verified,2015-02-01,Charged Off,n,debt_consolidation,8.28,1,01/11/2003,1,6,4,10,0.0,0.0,848.36,830.74,602.0,216.6,0.0,29.76,0.36,01/11/2016,41.08,01/04/2017,0.0,1,INDIVIDUAL,2015
52360,381618,410232,8725,8725,8333.81,36 months,9.32,278.74,A,A4,10+ years,MORTGAGE,52000.0,Verified,2015-03-01,Charged Off,n,small_business,16.59,0,01/01/1994,0,31,13,22,0.0,0.0,3900.91,3732.26,3089.09,789.61,0.0,22.21,7.67,01/05/2016,278.74,01/01/2022,0.0,1,INDIVIDUAL,2015
52390,384114,408328,20000,20000,18074.99805,36 months,13.47,678.46,C,C4,6 years,MORTGAGE,184000.0,Verified,2015-03-01,Charged Off,n,debt_consolidation,7.28,0,01/06/1989,1,50,4,34,0.0,0.0,4100.76,3705.8,2792.97,1273.89,33.89951396,0.0,0.0,01/10/2015,678.46,01/01/2022,0.0,1,INDIVIDUAL,2015
52406,382380,406800,18000,18000,5288.790066,36 months,16.63,638.46,E,E4,2 years,RENT,49400.0,Verified,2015-03-01,Charged Off,n,wedding,10.91,0,01/08/2003,3,31,9,10,0.0,0.0,2671.78,1943.38,1182.13,731.54,0.0,758.11,7.5,01/06/2015,638.46,01/11/2015,0.0,1,INDIVIDUAL,2015
52414,381261,406417,20000,20000,4225.001167,36 months,15.05,693.83,D,D4,6 years,RENT,82042.0,Verified,2015-02-01,Charged Off,n,debt_consolidation,16.54,0,01/12/1991,0,31,10,20,0.0,0.0,12482.82,2632.68,8878.49,3604.33,0.0,0.0,0.0,01/09/2016,693.83,01/01/2022,0.0,1,INDIVIDUAL,2015
52430,379234,405362,8500,8500,7174.996111,36 months,15.05,294.88,D,D4,4 years,RENT,36000.0,Not Verified,2015-02-01,Charged Off,n,debt_consolidation,18.57,0,01/02/2004,0,31,12,18,0.0,0.0,3241.33,2735.7,1990.76,955.54,0.0,295.03,3.0,01/01/2016,294.88,01/07/2016,0.0,1,INDIVIDUAL,2015
52458,557997,402513,4750,4750,4750.0,60 months,13.61,109.57,C,C2,10+ years,MORTGAGE,110000.0,Not Verified,2016-08-01,Charged Off,n,small_business,23.92,0,01/10/1993,0,31,16,38,0.0,0.0,2513.9,2513.9,1450.71,1063.19,0.0,0.0,0.0,01/07/2018,109.57,01/01/2022,0.0,1,INDIVIDUAL,2016
52460,380572,402366,12000,12000,11925.0,36 months,9.63,385.14,A,A5,4 years,RENT,43000.0,Verified,2015-02-01,Charged Off,n,credit_card,22.02,0,01/06/2001,0,31,8,26,0.0,0.0,3885.06,3860.84,2683.1,781.36,0.0,420.6,4.3,01/12/2015,385.14,01/05/2016,0.0,1,INDIVIDUAL,2015
52462,377775,402189,7500,7425,4020.450947,36 months,13.47,251.88,C,C4,1 year,RENT,26300.0,Not Verified,2015-02-01,Charged Off,n,small_business,12.68,0,01/11/1998,0,53,5,19,0.0,0.0,753.3,400.75,509.65,243.65,0.0,0.0,0.0,01/05/2015,251.88,01/01/2022,0.0,1,INDIVIDUAL,2015
52468,377380,401499,12000,12000,4096.602047,36 months,13.507328482328484,407.08,C,C4,8 years,RENT,57780.0,Verified,2015-02-01,Charged Off,n,debt_consolidation,17.74,0,01/11/1992,0,31,7,14,0.0,0.0,4876.92,1656.32,3459.42,1417.5,0.0,0.0,0.0,01/02/2016,407.08,01/01/2022,0.0,1,INDIVIDUAL,2015
52470,377365,401473,10000,10000,9479.3,36 months,9.63,320.95,A,A5,4 years,RENT,78996.0,Verified,2015-02-01,Charged Off,n,debt_consolidation,19.9,0,01/01/2000,4,31,10,15,0.0,0.0,2618.32,2486.5,1722.4,519.63,0.0,376.29,3.93,01/09/2015,320.95,01/02/2016,0.0,1,INDIVIDUAL,2015
52479,377112,400975,15000,15000,3701.466021,36 months,15.05,520.37,D,D4,4 years,MORTGAGE,80000.0,Verified,2015-02-01,Charged Off,n,small_business,11.38,0,01/01/1997,2,31,9,33,0.0,0.0,10307.91,2519.26,7070.79,2806.36,0.0,430.76,150.8,01/09/2016,520.37,01/01/2022,0.0,1,INDIVIDUAL,2015
52485,315196,315193,24000,14000,7774.992364,36 months,16.08,492.76,F,F2,10+ years,MORTGAGE,105900.0,Verified,2014-04-01,Charged Off,n,educational,20.39,0,01/01/1991,1,31,21,61,0.0,0.0,10347.35,5727.09,7312.93,3034.42,0.0,0.0,0.0,01/02/2016,45.99,01/01/2022,0.0,1,INDIVIDUAL,2014
52489,376845,400439,4000,4000,4000.0,36 months,13.47,135.7,C,C4,< 1 year,RENT,60000.0,Verified,2015-02-01,Charged Off,n,debt_consolidation,17.86,0,01/10/1998,0,66,8,16,0.0,0.0,443.58,443.58,167.0,88.49,14.94694178,173.14,1.69,01/05/2015,135.7,01/05/2020,0.0,1,INDIVIDUAL,2015
52504,375981,398714,4800,4800,4645.702519,36 months,16.95,171.01,E,E5,3 years,RENT,15000.0,Not Verified,2015-02-01,Charged Off,n,educational,9.36,0,01/08/2005,1,31,4,4,0.0,0.0,5708.237566,5522.75,1218.36,661.65,0.0,3828.227566,1340.23,01/01/2016,171.01,01/01/2022,0.0,1,INDIVIDUAL,2015
52505,375937,398631,15000,15000,3281.533542,36 months,13.47,508.84,C,C4,8 years,RENT,95004.0,Verified,2015-02-01,Charged Off,n,debt_consolidation,11.89,0,01/10/1996,0,59,8,19,0.0,0.0,6119.32,1342.13,3954.81,1638.12,25.42902523,500.96,5.11,01/01/2016,1043.12,01/07/2016,0.0,1,INDIVIDUAL,2015
52566,373257,393108,10000,10000,3941.670062,36 months,14.11,342.29,D,D1,3 years,RENT,25000.0,Not Verified,2015-01-01,Charged Off,n,debt_consolidation,13.73,0,01/03/1997,0,31,13,15,0.0,0.0,3762.11,2425.83,2620.59,1141.52,0.0,0.0,0.0,01/12/2015,342.29,01/01/2022,0.0,1,INDIVIDUAL,2015
52585,372591,391594,15000,15000,5316.94,36 months,15.37,522.7,D,D5,8 years,RENT,135000.0,Verified,2015-01-01,Charged Off,n,debt_consolidation,18.12,1,01/05/1984,1,18,12,19,0.0,0.0,2090.0,1717.4,1347.47,742.53,0.0,0.0,0.0,01/05/2015,522.7,01/01/2022,0.0,1,INDIVIDUAL,2015
52604,371841,390144,15000,15000,10424.99824,36 months,9.63,481.42,A,A5,10+ years,OTHER,70000.0,Verified,2015-01-01,Charged Off,n,home_improvement,12.19,0,01/11/1997,1,31,9,30,0.0,0.0,3369.3,2340.77,2586.25,783.05,0.0,0.0,0.0,01/03/2016,3.43,01/01/2022,0.0,1,INDIVIDUAL,2015
52621,371025,388352,8000,8000,5558.92087,36 months,11.58,264.11,B,B3,3 years,MORTGAGE,30992.0,Not Verified,2015-01-01,Charged Off,n,credit_card,6.89,0,01/06/1993,1,31,6,33,0.0,0.0,5536.86,3670.92,4320.85,1216.01,0.0,0.0,0.0,01/10/2016,264.11,01/04/2017,0.0,1,INDIVIDUAL,2015
52622,371015,388341,3800,3800,700.0024626,36 months,12.53,127.18,C,C1,10+ years,RENT,60000.0,Source Verified,2015-01-01,Charged Off,n,other,20.14,0,01/08/1997,1,51,9,34,0.0,0.0,2049.78,376.68,1499.42,519.19,14.99056455,16.18,5.63,01/06/2016,127.18,01/01/2022,0.0,1,INDIVIDUAL,2015
52623,371011,388337,10000,10000,7549.995169,36 months,9.63,320.95,A,A5,10+ years,MORTGAGE,90000.0,Not Verified,2015-01-01,Charged Off,n,other,3.27,0,01/10/1998,3,31,19,40,0.0,0.0,4799.09,3622.06,3543.62,942.73,16.02926514,296.71,3.07,01/03/2016,320.95,01/01/2022,0.0,1,INDIVIDUAL,2015
52628,370696,387768,10000,10000,6629.780342,36 months,9.63,320.95,A,A5,10+ years,RENT,70000.0,Not Verified,2015-01-01,Charged Off,n,debt_consolidation,6.31,0,01/06/1999,2,31,11,41,0.0,0.0,8655.66,5169.85,7215.99,1439.67,0.0,0.0,0.0,01/04/2017,320.95,01/01/2022,0.0,1,INDIVIDUAL,2015
52633,370339,387115,8000,8000,4837.501114,36 months,11.89,265.32,B,B4,2 years,MORTGAGE,60000.0,Not Verified,2015-01-01,Charged Off,n,debt_consolidation,17.24,0,01/12/1995,0,31,9,18,0.0,0.0,8171.58,4825.09,6648.71,1522.87,0.0,0.0,0.0,01/08/2017,292.11,01/01/2022,0.0,1,INDIVIDUAL,2015
52636,370308,387027,2500,2500,1769.379066,36 months,7.68,77.98,A,A2,1 year,MORTGAGE,32000.0,Source Verified,2015-01-01,Charged Off,n,debt_consolidation,0.38,0,01/09/1981,0,31,9,20,0.0,0.0,1940.25,1336.38,1666.47,273.78,0.0,0.0,0.0,01/02/2017,77.98,01/02/2017,0.0,1,INDIVIDUAL,2015
52653,385106,385847,6500,6500,6425.0,36 months,14.11,222.49,D,D1,2 years,MORTGAGE,73000.0,Source Verified,2015-04-01,Charged Off,n,home_improvement,11.59,0,01/03/1994,1,31,4,22,0.0,0.0,6545.92,6470.49,4430.85,1619.86,0.0,495.21,89.1378,01/01/2018,98.51,01/03/2018,0.0,1,INDIVIDUAL,2015
52663,369400,385154,5000,12000,4250.0,36 months,18.21,181.3,F,F4,1 year,MORTGAGE,45000.0,Verified,2014-12-01,Charged Off,n,debt_consolidation,11.39,2,01/03/1994,3,10,3,10,0.0,0.0,224.77,191.03,0.0,0.0,0.0,224.77,2.22,01/01/2022,0.0,01/09/2015,0.0,1,INDIVIDUAL,2014
52676,371341,384265,15000,15000,9000.463213,36 months,14.74,518.06,D,D3,10+ years,MORTGAGE,65004.0,Verified,2015-01-01,Charged Off,n,debt_consolidation,22.1,0,01/06/1995,2,63,16,38,0.0,0.0,13978.71,6680.04,10604.94,3373.77,0.0,0.0,0.0,01/04/2017,518.06,01/01/2022,0.0,1,INDIVIDUAL,2015
52696,368143,382298,4000,4000,3125.0,36 months,13.47,135.7,C,C4,10+ years,RENT,39996.0,Not Verified,2014-12-01,Charged Off,n,debt_consolidation,8.55,0,01/04/1996,1,31,5,11,0.0,0.0,2542.05,1984.66,1776.14,666.33,0.0,99.58,1.17,01/08/2016,144.2,01/12/2016,0.0,1,INDIVIDUAL,2014
52706,367428,381013,9950,9950,2829.064643,36 months,11.26,326.99,B,B2,3 years,MORTGAGE,180000.0,Source Verified,2014-12-01,Charged Off,n,small_business,10.07,0,01/12/1998,2,31,12,21,0.0,0.0,2344.87,727.22,1434.26,526.78,0.0,383.83,3.87,01/06/2015,326.99,01/02/2016,0.0,1,INDIVIDUAL,2014
52707,367414,380990,10000,10000,2249.99617,36 months,14.11,342.29,D,D1,10+ years,RENT,60000.0,Not Verified,2014-12-01,Charged Off,n,debt_consolidation,21.32,0,01/06/2000,1,64,15,23,0.0,0.0,4104.6,921.96,2876.29,1228.31,0.0,0.0,0.0,01/12/2015,342.29,01/01/2022,0.0,1,INDIVIDUAL,2014
52718,366887,379786,20000,6100,2600.0,36 months,11.26,200.47,B,B2,10+ years,MORTGAGE,163900.0,Verified,2014-12-01,Charged Off,n,small_business,15.02,0,01/06/1988,1,31,7,19,0.0,0.0,7528.81,3207.64,2458.15,747.06,14.98952462,4308.61,822.9041,01/05/2016,200.47,01/01/2022,0.0,1,INDIVIDUAL,2014
52719,366874,379763,10000,10000,6200.004429,36 months,15.68,350.02,E,E1,3 years,MORTGAGE,63000.0,Not Verified,2014-12-01,Charged Off,n,small_business,7.03,0,01/10/2002,0,27,5,15,0.0,0.0,2149.0,1331.65,1124.3,623.75,0.0,400.95,4.0,01/05/2015,350.02,01/10/2015,0.0,1,INDIVIDUAL,2014
52738,366171,377833,10000,10000,2390.793609,36 months,13.79,340.76,C,C5,< 1 year,RENT,40000.0,Not Verified,2014-12-01,Charged Off,n,debt_consolidation,21.63,0,01/09/1988,3,31,13,19,0.0,0.0,3200.67,991.42,2119.43,1047.16,34.07677383,0.0,0.0,01/12/2015,101.18,01/01/2022,0.0,1,INDIVIDUAL,2014
52756,365474,376540,4000,4000,1199.995116,36 months,10.51,130.03,B,B2,< 1 year,RENT,130068.0,Not Verified,2014-12-01,Charged Off,n,other,5.07,0,01/08/1996,0,71,9,14,0.0,0.0,649.6,194.55,482.97,166.63,0.0,0.0,0.0,01/05/2015,130.03,01/01/2022,0.0,1,INDIVIDUAL,2014
52763,365199,376112,25000,25000,7118.213359,36 months,17.46,897.06,F,F4,10+ years,MORTGAGE,113000.0,Verified,2014-12-01,Charged Off,n,credit_card,3.94,1,01/06/1996,3,9,10,33,0.0,0.0,7218.33,2304.74,4489.85,2683.67,44.80750284,0.0,0.0,01/08/2015,897.06,01/01/2022,0.0,1,INDIVIDUAL,2014
52765,365344,375971,25000,25000,1968.167382,36 months,11.78,827.74,C,C1,1 year,MORTGAGE,130000.0,Verified,2014-12-01,Charged Off,n,debt_consolidation,10.2,0,01/09/1985,2,31,8,63,0.0,0.0,6619.6,871.84,4820.14,1799.46,0.0,0.0,0.0,01/08/2015,827.74,01/02/2016,0.0,1,INDIVIDUAL,2014
52769,364922,375743,12000,12000,6674.991994,36 months,10.2,388.34,B,B1,2 years,RENT,75000.0,Verified,2014-12-01,Charged Off,n,credit_card,6.88,0,01/05/2001,0,31,6,14,0.0,0.0,5097.75,2831.11,3909.83,1168.71,19.20641825,0.0,0.0,01/03/2016,60.92,01/07/2016,0.0,1,INDIVIDUAL,2014
52779,364713,375438,6000,6000,4350.003297,36 months,11.26,197.18,B,B2,4 years,RENT,38004.0,Not Verified,2014-12-01,Charged Off,n,educational,2.34,0,01/09/2001,1,31,6,11,0.0,0.0,3710.12,2688.47,2617.41,893.11,0.0,199.6,69.86,01/07/2016,247.2,01/01/2022,0.0,1,INDIVIDUAL,2014
52795,364420,374989,4800,4800,3065.354498,36 months,12.41,160.38,C,C3,7 years,RENT,63000.0,Not Verified,2014-12-01,Charged Off,n,credit_card,13.81,1,01/12/2000,3,19,8,9,0.0,0.0,5480.67,3434.86,4479.65,967.51,14.98410026,18.52,3.3336,01/10/2017,160.38,01/04/2018,0.0,1,INDIVIDUAL,2014
52797,364377,374927,8550,8550,1732.682948,36 months,14.3,293.47,D,D4,< 1 year,RENT,79000.0,Verified,2014-11-01,Charged Off,n,debt_consolidation,18.14,0,01/09/1996,3,25,10,32,0.0,0.0,293.23,145.65,191.43,101.8,0.0,0.0,0.0,01/01/2015,293.47,01/01/2022,0.0,1,INDIVIDUAL,2014
52798,364693,374862,8525,8525,8525.0,36 months,14.54,293.61,D,D1,1 year,MORTGAGE,90000.0,Not Verified,2017-02-01,Charged Off,n,debt_consolidation,1.24,2,01/05/1996,0,22,13,39,0.0,0.0,6795.56,6795.56,5010.73,1738.85,0.0,45.98,0.0,01/02/2019,293.61,01/01/2022,0.0,1,INDIVIDUAL,2017
52813,363683,373745,2500,2500,2328.67,36 months,11.14,82.02,B,B4,10+ years,MORTGAGE,69508.0,Not Verified,2014-11-01,Charged Off,n,educational,20.15,0,01/06/1994,2,53,13,34,0.0,0.0,1804.0,1587.52,1427.79,376.21,0.0,0.0,0.0,01/10/2016,82.02,01/01/2022,0.0,1,INDIVIDUAL,2014
52837,362809,372424,24000,24000,8213.723301,36 months,18.72,876.36,G,G3,8 years,MORTGAGE,60000.0,Not Verified,2014-11-01,Charged Off,n,debt_consolidation,19.8,0,01/11/1999,1,56,25,45,0.0,0.0,2627.79,1001.16,1528.74,1099.05,0.0,0.0,0.0,01/02/2015,876.36,01/01/2022,0.0,1,INDIVIDUAL,2014
52857,362421,371796,12500,12500,8074.432836,36 months,19.04,458.46,G,G4,2 years,MORTGAGE,123000.0,Not Verified,2014-11-01,Charged Off,n,other,5.84,1,01/11/1991,1,21,5,21,0.0,0.0,14025.37,8163.56,10238.25,3787.12,0.0,0.0,0.0,01/05/2017,458.46,01/01/2022,0.0,1,INDIVIDUAL,2014
52862,362272,371565,2400,2400,1230.03,36 months,10.83,78.38,B,B3,8 years,RENT,40000.0,Not Verified,2014-11-01,Charged Off,n,credit_card,15.75,0,01/09/1994,2,73,12,28,0.0,0.0,2318.09,1189.52,1929.68,388.41,0.0,0.0,0.0,01/04/2017,78.38,01/01/2022,0.0,1,INDIVIDUAL,2014
52869,362098,371139,4000,4000,2475.002945,36 months,13.507328482328484,136.08,D,D2,2 years,RENT,15000.0,Not Verified,2014-11-01,Charged Off,n,car,14.0,0,01/08/2000,0,37,9,13,0.0,0.0,2684.74,1660.75,1838.38,734.25,14.95140389,97.16,1.02,01/08/2016,151.41,01/01/2017,0.0,1,INDIVIDUAL,2014
52889,361146,369421,13500,13500,4550.003596,36 months,10.83,440.89,B,B3,9 years,MORTGAGE,78000.0,Not Verified,2014-11-01,Charged Off,n,debt_consolidation,11.52,0,01/01/1997,1,31,10,19,0.0,0.0,10646.85,3582.59,8494.97,2076.04,66.06525503,9.77,3.71,01/12/2016,903.82,01/01/2022,0.0,1,INDIVIDUAL,2014
52912,360213,367856,20000,20000,4969.095413,36 months,10.83,653.17,B,B3,5 years,RENT,65004.0,Not Verified,2014-11-01,Charged Off,n,debt_consolidation,8.2,0,01/05/1997,1,31,6,10,0.0,0.0,8469.39,3075.29,5958.49,1874.63,0.0,636.27,6.5,01/12/2015,653.17,01/04/2016,0.0,1,INDIVIDUAL,2014
52916,360022,367573,10000,10000,3198.822229,36 months,11.46,329.57,B,B5,10+ years,MORTGAGE,93996.0,Verified,2014-11-01,Charged Off,n,debt_consolidation,7.85,0,01/10/1990,1,25,8,26,0.0,0.0,3293.48,1051.01,2439.84,853.64,0.0,0.0,0.0,01/09/2015,329.57,01/01/2022,0.0,1,INDIVIDUAL,2014
52921,359903,367369,15000,12000,6797.182539,36 months,10.2,485.42,B,B1,< 1 year,MORTGAGE,100000.0,Not Verified,2014-11-01,Charged Off,n,small_business,7.93,0,01/12/1998,0,31,6,19,0.0,0.0,4360.32,2198.16,3326.55,1033.77,0.0,0.0,0.0,01/08/2015,485.42,01/01/2022,0.0,1,INDIVIDUAL,2014
52926,359716,367101,15000,15000,2799.995591,36 months,14.62,517.2,D,D5,10+ years,MORTGAGE,108000.0,Not Verified,2014-11-01,Charged Off,n,small_business,11.56,1,01/01/1996,1,12,14,23,0.0,0.0,8326.56,1551.93,5866.9,2433.81,25.8525,0.0,0.0,01/04/2016,28.79,01/01/2022,0.0,1,INDIVIDUAL,2014
52930,359468,366689,14400,14400,7698.862155,36 months,13.67,489.86,D,D2,10+ years,MORTGAGE,120000.0,Verified,2014-10-01,Charged Off,n,debt_consolidation,13.01,0,01/04/1997,3,31,17,39,0.0,0.0,9117.54,4871.82,6131.14,2986.4,0.0,0.0,0.0,01/09/2016,590.22,01/01/2022,0.0,1,INDIVIDUAL,2014
52931,359401,366581,6000,6000,3696.550199,36 months,12.41,200.47,C,C3,2 years,RENT,48000.0,Not Verified,2014-10-01,Charged Off,n,car,17.53,0,01/12/1990,1,75,3,14,0.0,0.0,5104.24,3141.35,1448.11,553.39,0.0,3102.74,1086.39,01/09/2015,200.47,01/01/2022,0.0,1,INDIVIDUAL,2014
52933,413990,366324,8000,8000,7950.0,36 months,14.42,275.07,D,D2,3 years,RENT,52000.0,Source Verified,2015-06-01,Charged Off,n,debt_consolidation,6.88,0,01/08/1998,0,31,9,9,0.0,0.0,626.46,622.55,178.14,95.72,0.0,352.6,3.38,01/07/2015,275.07,01/12/2015,0.0,1,INDIVIDUAL,2015
52949,358557,365210,18000,18000,5099.994443,36 months,12.09,598.64,C,C2,10+ years,MORTGAGE,67000.0,Verified,2014-10-01,Charged Off,n,credit_card,19.22,0,01/07/1994,1,47,9,25,0.0,0.0,7697.5,2179.48,4827.02,2277.89,0.0,592.59,5.99,01/03/2016,130.12,01/01/2022,0.0,1,INDIVIDUAL,2014
52951,358545,365194,25000,25000,4974.990304,36 months,13.507328482328484,861.99,D,D5,10+ years,MORTGAGE,160000.0,Verified,2014-10-01,Charged Off,n,credit_card,9.04,2,01/02/1994,1,10,7,24,0.0,0.0,15553.41,3091.77,10454.84,4194.23,0.0,904.34,316.72,01/04/2016,861.99,01/01/2022,0.0,1,INDIVIDUAL,2014
52953,358508,365126,6000,6000,4499.997857,36 months,11.46,197.75,B,B5,2 years,RENT,31200.0,Not Verified,2014-10-01,Charged Off,n,credit_card,13.73,0,01/02/2003,0,31,8,16,0.0,0.0,3159.84,2369.28,2412.38,747.46,0.0,0.0,0.0,01/03/2016,197.75,01/01/2022,0.0,1,INDIVIDUAL,2014
52955,358372,364790,9500,12000,4700.000145,36 months,8.0,297.7,A,A3,3 years,RENT,55000.0,Verified,2014-10-01,Charged Off,n,educational,3.53,0,01/01/1970,2,31,11,22,0.0,0.0,3295.24,1628.67,2412.48,561.12,0.0,321.64,3.34,01/09/2015,297.7,01/02/2016,0.0,1,INDIVIDUAL,2014
52957,358312,364688,10500,10500,3975.010324,36 months,9.38,335.76,A,A5,1 year,RENT,55000.0,Verified,2014-10-01,Charged Off,n,small_business,6.41,0,01/01/2002,2,31,9,14,0.0,0.0,1675.3,632.3,1285.72,389.58,0.0,0.0,0.0,01/04/2015,335.76,01/01/2022,0.0,1,INDIVIDUAL,2014
52971,357509,363601,7500,7500,7300.0,36 months,10.25,242.89,B,B2,1 year,RENT,60000.0,Not Verified,2016-03-01,Charged Off,n,debt_consolidation,11.62,0,01/11/1999,2,31,13,22,0.0,0.0,3399.75,3308.8,2632.18,748.68,0.0,18.89,6.58,01/06/2017,242.89,01/01/2022,0.0,1,INDIVIDUAL,2016
52973,359600,363465,15000,15000,4122.677661,36 months,12.41,501.16,C,C3,1 year,RENT,350000.0,Not Verified,2014-10-01,Charged Off,n,small_business,5.86,0,01/02/2002,2,31,13,24,0.0,0.0,4005.55,1097.5,1405.17,598.63,0.0,2001.75,700.72,01/03/2015,501.16,01/01/2022,0.0,1,INDIVIDUAL,2014
52978,358822,363016,5000,5000,2276.549947,36 months,11.78,165.55,C,C1,10+ years,MORTGAGE,47000.0,Verified,2014-10-01,Charged Off,n,credit_card,22.49,0,01/06/1986,3,41,9,24,0.0,0.0,5957.586183,2664.29,4620.33,960.77,0.0,376.4861827,133.03,01/09/2017,250.0,01/01/2022,0.0,1,INDIVIDUAL,2014
52983,356798,362283,6500,6500,1650.004637,36 months,13.04,219.14,C,C5,9 years,MORTGAGE,63000.0,Verified,2014-10-01,Charged Off,n,car,6.76,1,01/11/1991,3,9,13,47,0.0,0.0,2625.33,665.74,1724.42,684.91,0.0,216.0,2.17,01/10/2015,219.14,01/03/2016,0.0,1,INDIVIDUAL,2014
52991,356431,361667,6000,5250,0.005097594,36 months,11.28,172.58,C,C1,6 years,RENT,47628.0,Not Verified,2014-10-01,Charged Off,n,other,5.24,0,01/02/1993,0,31,3,11,0.0,0.0,2603.54,0.0,1972.43,616.11,14.99920085,0.0,0.0,01/01/2016,172.58,01/01/2022,0.0,1,INDIVIDUAL,2014
53008,355476,360189,5000,4250,0.002251738,36 months,11.28,139.71,C,C1,2 years,MORTGAGE,55000.0,Not Verified,2014-09-01,Charged Off,n,wedding,4.65,0,01/11/1999,0,44,7,23,0.0,0.0,4973.38,0.0,2796.29,695.96,0.0,1481.13,518.4,01/10/2016,139.71,01/01/2022,0.0,1,INDIVIDUAL,2014
53015,356756,359455,1000,1000,0.00435368,36 months,13.507328482328484,32.88,C,C1,1 year,RENT,35000.0,Not Verified,2014-09-01,Charged Off,n,other,15.69,0,01/11/1996,1,31,5,6,0.0,0.0,331.04,0.0,219.38,76.45,0.0,35.21,0.35,01/07/2015,32.88,01/12/2015,0.0,1,INDIVIDUAL,2014
53016,354986,359435,7000,7000,224.9934678,36 months,15.38,243.97,E,E4,6 years,MORTGAGE,80000.0,Not Verified,2014-09-01,Charged Off,n,credit_card,9.24,0,01/09/1990,2,31,9,19,0.0,0.0,2681.12,86.16,1634.47,805.03,0.0,241.62,2.41,01/07/2015,243.97,01/12/2015,0.0,1,INDIVIDUAL,2014
53031,353677,357409,7500,7500,0.002283598,36 months,16.33,264.91,F,F2,6 years,MORTGAGE,50000.0,Not Verified,2014-08-01,Charged Off,n,credit_card,10.8,0,01/03/1994,0,31,4,9,0.0,0.0,2664.01,0.0,1729.38,919.63,14.99972468,0.0,0.0,01/06/2015,264.91,01/01/2022,0.0,1,INDIVIDUAL,2014
53036,353548,357232,7500,6250,0.0,36 months,11.59,206.37,C,C2,< 1 year,MORTGAGE,38000.0,Verified,2014-08-01,Charged Off,n,home_improvement,8.53,0,01/11/1996,3,31,13,16,0.0,0.0,3072.42,0.0,2177.28,711.62,0.0,183.52,1.84,01/10/2015,206.37,01/03/2016,0.0,1,INDIVIDUAL,2014
53037,353423,357049,3000,2225,0.0,36 months,13.507328482328484,73.14,C,C1,< 1 year,RENT,24000.0,Not Verified,2014-08-01,Charged Off,n,credit_card,12.45,1,01/10/1991,0,23,3,9,0.0,0.0,1023.82,0.0,777.44,246.38,0.0,0.0,0.0,01/10/2015,73.14,01/01/2022,0.0,1,INDIVIDUAL,2014
